分类,菜名,价格,单位,POS写法(多个用|分隔)
外卖自营,(外）高品质三文鱼刺身50g,39.0,份,(外）高品质三文鱼刺身50g
外卖自营,(外）高品质大甜虾刺身（五只）,58.0,份,(外）高品质大甜虾刺身（五只）
外卖自营,(外）鮨政三色丼,0,份,(外）鮨政三色丼
外卖自营,(外）鲜活赤贝（一整只）,56.9,份,(外）鲜活赤贝（一整只）
外卖自营,青瓜小卷,9.9,份,青瓜小卷
外卖自营,青瓜手卷1,26.9,份,青瓜手卷1
小程序,(小程序)飘雪鹅肝金枪鱼寿司,0,份,(小程序)飘雪鹅肝金枪鱼寿司|（小程序）飘雪鹅肝金枪鱼寿司
小程序,（会员尝鲜）章红鱼刺身,0,份,（会员尝鲜）章红鱼刺身
小程序,（小程序）aape联名清酒（预售）,0,份,（小程序）aape联名清酒（预售）
小程序,（小程序）一式·Omakase·单人御献立（生日专属）,0,份,（小程序）一式·Omakase·单人御献立（生日专属）
小程序,（小程序）一式·Omakase·双人御献立（周一专属）,0,份,（小程序）一式·Omakase·双人御献立（周一专属）
小程序,（小程序）一式·Omakase单人御献立（霸王餐0.01）,0,份,（小程序）一式·Omakase单人御献立（霸王餐0.01）
小程序,（小程序）一式•Omakase单人御献立（208）,0,份,（小程序）一式•Omakase单人御献立（208）
小程序,（小程序）三式·Omakase·单人御献立（霸王餐0.1）,0,份,（小程序）三式·Omakase·单人御献立（霸王餐0.1）
小程序,（小程序）三式·Omakase单人御献立（霸王餐0.01）,0,份,（小程序）三式·Omakase单人御献立（霸王餐0.01）
小程序,(小程序)三文鱼刺身2切,0,份,(小程序)三文鱼刺身2切
小程序,（小程序）三文鱼寿司（14）,0,份,（小程序）三文鱼寿司（14）
小程序,（小程序）三文鱼寿司（倆贯）,0,份,（小程序）三文鱼寿司（倆贯）
小程序,（小程序）二式·Omakase·单人御献立（278）,0,份,（小程序）二式·Omakase·单人御献立（278）
小程序,（小程序）二式•Omakase单人（体验劵）,0,份,（小程序）二式•Omakase单人（体验劵）
小程序,（小程序）二式•Omakase单人御献立（308）,0,份,（小程序）二式•Omakase单人御献立（308）
小程序,（小程序）二式•Omakase单人御献立（328）,0,份,（小程序）二式•Omakase单人御献立（328）
小程序,（小程序）会员盲盒菜品,0,份,（小程序）会员盲盒菜品
小程序,（小程序）初尝Omakase·单人御献立（工作日限定）,0,份,（小程序）初尝Omakase·单人御献立（工作日限定）
小程序,(小程序)吉列大虾卷,0,份,(小程序)吉列大虾卷
小程序,（小程序）夏·单人Omakase,0,份,（小程序）夏·单人Omakase
小程序,（小程序）夏·双人Omakase（周一会员日）,489.0,份,（小程序）夏·双人Omakase（周一会员日）
小程序,（小程序）寿司蛋糕,0.0,份,（小程序）寿司蛋糕
小程序,（小程序）杂菜天妇罗,0,份,（小程序）杂菜天妇罗
小程序,（小程序）杂菜天妇罗（38）,0,份,（小程序）杂菜天妇罗（38）
小程序,（小程序）水晶Omakase·单人御献立,0,份,（小程序）水晶Omakase·单人御献立
小程序,（小程序）油甘鱼寿司（18）,0,份,（小程序）油甘鱼寿司（18）
小程序,（小程序）流心鹅肝手卷,0,份,（小程序）流心鹅肝手卷
小程序,（小程序）炙烤左口鱼裙边军舰（18）,0,份,（小程序）炙烤左口鱼裙边军舰（18）
小程序,（小程序）烤银鳕鱼片,0,份,（小程序）烤银鳕鱼片
小程序,（小程序）烤鳕鱼片（48）,0,份,（小程序）烤鳕鱼片（48）
小程序,（小程序）生葵大福（18）,0,份,（小程序）生葵大福（18）
小程序,（小程序）白身鱼薄切（38）,0,份,（小程序）白身鱼薄切（38）
小程序,（小程序）皇帝蟹棒寿司（14）,0,份,（小程序）皇帝蟹棒寿司（14）
小程序,（小程序） 矶煮鲍鱼伴肝酱,29.9,份,（小程序） 矶煮鲍鱼伴肝酱
小程序,(小程序)矶煮鲍鱼拌肝酱,0,份,(小程序)矶煮鲍鱼拌肝酱
小程序,（小程序）臻享·Omakase单人（体验卷）,0,份,（小程序）臻享·Omakase单人（体验卷）
小程序,（小程序）蒲烧鳗鱼寿司,0,份,（小程序）蒲烧鳗鱼寿司
小程序,（小程序）蒲烧鳗鱼手卷,0,份,（小程序）蒲烧鳗鱼手卷
小程序,（小程序）金枪鱼Omakase单人霸王餐,0,份,（小程序）金枪鱼Omakase单人霸王餐
小程序,（小程序）限定联名扭蛋抽奖,0,份,（小程序）限定联名扭蛋抽奖
小程序,（小程序）飘雪鹅肝寿司,0,份,（小程序）飘雪鹅肝寿司
小程序,（小程序）鮨政100元会员券,0,份,（小程序）鮨政100元会员券
小程序,（小程序）鮨政定制不锈钢杯,0,份,（小程序）鮨政定制不锈钢杯
小程序,（小程序）鳗鱼手卷（28）,0,份,（小程序）鳗鱼手卷（28）
小程序,（小程序）黑松露金雕寿司,0,份,（小程序）黑松露金雕寿司
小程序,（小程序）黑松露金鲷寿司,0,份,（小程序）黑松露金鲷寿司
小程序,（小程序）黑金·水晶Omakase·单人御献立,0,份,（小程序）黑金·水晶Omakase·单人御献立
小程序,（微信小程序）一式·Omakase单人御献立（霸王餐0.01）,0,份,（微信小程序）一式·Omakase单人御献立（霸王餐0.01）
小程序,【会员专属越光米礼遇】,0.0,份,【会员专属越光米礼遇】
餐盒,canhe,1.0,份,canhe
餐盒,m,2.0,份,m
餐盒,中号打包盒,2.9,份,中号打包盒
餐盒,中号餐盒,3.0,份,中号餐盒
餐盒,中盒,3.0,份,中盒
餐盒,大号打包盒,4.9,份,大号打包盒
餐盒,大号打包袋,0,份,大号打包袋
餐盒,大号餐盒,3.8,份,大号餐盒
餐盒,大盒,4.0,份,大盒
餐盒,小号打包盒,2.0,份,小号打包盒
餐盒,小号餐盒,2.0,份,小号餐盒
餐盒,小小号打包盒,1.0,份,小小号打包盒
餐盒,小小打包盒,1.0,份,小小打包盒
餐盒,小盒,2.0,份,小盒
餐盒,打包,3.1,份,打包
餐盒,特小号打包盒,1.0,份,特小号打包盒
餐盒,餐盒,0,份,餐盒
品牌展示,平价Omakase天花板,0,份,平价Omakase天花板
品牌展示,手作Omakase,0,份,手作Omakase
品牌展示,手作Omakase，现点现做,0,份,手作Omakase，现点现做
品牌展示,门店堂食,0,份,门店堂食
品牌展示,门店展示,0,份,门店展示
品牌展示,食材品质（为保证良好体验，收到货一小时内请尽快食用）,0,份,食材品质（为保证良好体验，收到货一小时内请尽快食用）
品牌展示,食材品质（现点现做，为保证体验，收到货后一小时内请尽快食用）,0,份,食材品质（现点现做，为保证体验，收到货后一小时内请尽快食用）
打包盒,【餐盒费用】,5.0,份,【餐盒费用】
打包盒,一次性湿纸巾,1.9,份,一次性湿纸巾
打包盒,打包盒,1.0,份,打包盒
打包盒,打包袋,2.0,份,打包袋
打包盒,酒具使用费,100.0,份,酒具使用费
临时菜单,白身鱼薄切,168.0,份,白身鱼薄切
临时菜单,盐烤黄花鱼,157.9,份,盐烤黄花鱼
临时菜单,鱼籽酱,128.0,份,鱼籽酱
临时菜单,黑松露茶碗蒸,37.3,份,黑松露茶碗蒸
餐具,一次性餐具,0.3,份,一次性餐具
餐具,环保用餐，无需餐具,0,份,环保用餐，无需餐具
餐具,环保订单，无需餐具,0,份,环保订单，无需餐具
其他服务,酒具使用费100元,100.0,份,酒具使用费100元
其他菜单,mini拉面,10.4,份,mini拉面
加料,东岛枪乌贼,48.0,份,东岛枪乌贼
