分类,菜名,价格,单位,POS写法(多个用|分隔)
鱼类刺身,蓝鳍金枪鱼中腹刺身（单片厚切）,30.9,份,蓝鳍金枪鱼中腹刺身（单片厚切）
鱼类刺身,蓝鳍金枪鱼大腹刺身（单片厚切）,39.9,份,蓝鳍金枪鱼大腹刺身（单片厚切）
鱼类刺身,蓝鳍金枪鱼赤身刺身（单片厚切）,22.5,份,蓝鳍金枪鱼赤身刺身（单片厚切）
鱼类刺身,飘雪鹅肝金枪鱼大腹（单片厚切）,80.6,份,飘雪鹅肝金枪鱼大腹（单片厚切）
鱼类刺身,高品质三文鱼刺身（单片厚切）,9.1,份,高品质三文鱼刺身（单片厚切）
虾贝类刺身·单品,鳌虾刺身(一只),106.5,份,鳌虾刺身（一只）|鳌虾刺身(一只)
虾贝类刺身·单品,帆立贝刺身（1只）,22.5,份,帆立贝刺身（1只）
虾贝类刺身·单品,帆立贝刺身（半只）,22.4,份,帆立贝刺身（半只）
虾贝类刺身·单品,帆立贝刺身（整只）,21.9,份,帆立贝刺身（整只）
虾贝类刺身·单品,牡丹虾刺身（1只）,42.9,份,牡丹虾刺身（1只）
虾贝类刺身·单品,甜虾刺身5只,52.3,份,甜虾刺身5只
虾贝类刺身·单品,高品质甜虾刺身（1只）,10.8,份,高品质甜虾刺身（1只）
虾贝类刺身·单品,高品质甜虾刺身5只,49.1,份,高品质甜虾刺身5只
虾贝类刺身·单品,鲜活赤贝刺身（整只）,52.3,份,鲜活赤贝刺身（整只）
虾贝类刺身·单品,鳌虾刺身(1只),87.4,份,鳌虾刺身(1只)
虾贝类刺身,高品质大甜虾刺身（1只）,10.0,份,高品质大甜虾刺身（1只）
虾贝类刺身,高品质大甜虾刺身（五只）,42.7,份,高品质大甜虾刺身（五只）
虾贝类刺身,鲜活赤贝（一整只）,60.2,份,鲜活赤贝（一整只）
刺身·拼盘,三文鱼自由刺身拼盘,122.8,份,三文鱼自由刺身拼盘
刺身·拼盘,大极尚刺身盛,241.5,份,大极尚刺身盛
刺身·拼盘,大极尚刺身盛1,242.0,份,大极尚刺身盛1
刺身·拼盘,极尚刺身盛,158.2,份,极尚刺身盛
刺身·拼盘,精选刺身盛,68.5,份,精选刺身盛
刺身系列,三文鱼十切り大腩拼盘,165.7,份,三文鱼十切り大腩拼盘
刺身系列,北极贝刺身（2只）,25.8,份,北极贝刺身（2只）
刺身系列,甜虾刺身（3只）,37.1,份,甜虾刺身（3只）
刺身系列,金雕海胆卷刺身,76.3,份,金雕海胆卷刺身
刺身系列,鮨政·极盛刺身拼盘,294.7,份,鮨政·极盛刺身拼盘
刺身系列,鰤鱼刺身,27.7,份,鰤鱼刺身
刺身系列,黑松露白身鱼薄切刺身,116.8,份,黑松露白身鱼薄切刺身
寿司+刺身拼盘,开心双拼套餐,149.0,份,开心双拼套餐
寿司+刺身拼盘,快乐双拼套餐,120.3,份,快乐双拼套餐
寿司+刺身拼盘,豪华双拼套餐,220.2,份,豪华双拼套餐
寿司+刺身拼盘,马年豪华双拼套餐,265.5,份,马年豪华双拼套餐
日式料理,冰沙,37.7,份,冰沙|冰 沙
日式料理,水果,27.8,份,水果|水果·
日式料理,甄选谷饲·澳洲和牛 铁板炙煎霜降西冷,398.0,份,甄选谷饲·澳洲和牛 铁板炙煎霜降西冷|甄选谷饲·澳洲和牛  铁板炙煎霜降西冷
日式料理,29.9杂菜天妇罗,29.9,份,29.9杂菜天妇罗
日式料理,[赠送]芝士蛋糕,0,份,[赠送]芝士蛋糕
日式料理,一夜干烤青花鱼,68.0,份,一夜干烤青花鱼
日式料理,冰淇淋,37.8,份,冰淇淋
日式料理,吉列带子伴他他酱,58.0,份,吉列带子伴他他酱
日式料理,味淋鮟鱇鱼干,37.7,份,味淋鮟鱇鱼干
日式料理,味淋鮟鱇鱼肝,21.4,份,味淋鮟鱇鱼肝
日式料理,味淋鱼干,38.0,份,味淋鱼干
日式料理,和牛卷山苏叶,96.3,份,和牛卷山苏叶
日式料理,夏海胆料理,106.6,份,夏海胆料理
日式料理,大虎虾天妇罗,127.1,份,大虎虾天妇罗
日式料理,小份星鳗天妇罗,0,份,小份星鳗天妇罗
日式料理,布丁,19.5,份,布丁
日式料理,无菌蛋,8.9,份,无菌蛋
日式料理,星鳗天妇罗,128.0,份,星鳗天妇罗
日式料理,杂菜天妇罗,77.3,份,杂菜天妇罗
日式料理,枝豆,27.9,份,枝豆
日式料理,汁煮鱿鱼,48.0,份,汁煮鱿鱼
日式料理,海胆一整盒,888.0,份,海胆一整盒
日式料理,海胆三文鱼籽茶碗蒸,47.7,份,海胆三文鱼籽茶碗蒸
日式料理,海胆天妇罗,293.0,份,海胆天妇罗
日式料理,海胆酱烤大虎虾（两只）,106.3,份,海胆酱烤大虎虾（两只）
日式料理,海鲜茶碗蒸蛋,28.0,份,海鲜茶碗蒸蛋
日式料理,炸河虾,47.6,份,炸河虾
日式料理,烤鳗鱼,98.0,份,烤鳗鱼
日式料理,矶煮鲍鱼伴肝酱,57.2,份,矶煮鲍鱼伴肝酱
日式料理,红酒鹅肝（冻食）,47.6,份,红酒鹅肝（冻食）
日式料理,网纹蜜瓜,0,份,网纹蜜瓜
日式料理,联名鱼子酱海胆配金枪鱼,88.0,份,联名鱼子酱海胆配金枪鱼
日式料理,腹心肉卷芦笋,198.0,份,腹心肉卷芦笋
日式料理,芒果冰沙,48.0,份,芒果冰沙
日式料理,芝士小蛋糕,37.7,份,芝士小蛋糕
日式料理,芝士慕斯蛋糕,37.3,份,芝士慕斯蛋糕
日式料理,芝士蛋糕,17.9,份,芝士蛋糕
日式料理,茶碗蒸,32.0,份,茶碗蒸
日式料理,蜜瓜,17.0,份,蜜瓜
日式料理,酱烤虎虾,168.0,份,酱烤虎虾
日式料理,银鳕鱼西京烧,126.5,份,银鳕鱼西京烧
日式料理,银鳕鱼西京烧伴明太子酱,166.8,份,银鳕鱼西京烧伴明太子酱
日式料理,雪花牛肉寿喜烧,101.1,份,雪花牛肉寿喜烧
日式料理,香水柠檬芝士蛋糕,27.9,份,香水柠檬芝士蛋糕
日式料理,鱈鱼脆片伴美乃滋,38.0,份,鱈鱼脆片伴美乃滋
日式料理,鳕鱼脆片伴美乃滋,37.9,份,鳕鱼脆片伴美乃滋
日式料理,鹅肝茶碗蒸,31.7,份,鹅肝茶碗蒸
主厨推荐菜,一夜干青花鱼,56.4,份,一夜干青花鱼
主厨推荐菜,和牛鹅肝卷拌无菌蛋,67.8,份,和牛鹅肝卷拌无菌蛋
主厨推荐菜,大满足·海胆甜筒,169.2,份,大满足·海胆甜筒
主厨推荐菜,新西兰鳌虾,87.8,份,新西兰鳌虾
主厨推荐菜,板海胆刺身,780.9,份,板海胆刺身
主厨推荐菜,柚子胡椒白身鱼寿司,26.0,份,柚子胡椒白身鱼寿司
主厨推荐菜,柚子醋冻伴赤红虾,47.4,份,柚子醋冻伴赤红虾
主厨推荐菜,池鱼王寿司,67.8,份,池鱼王寿司
主厨推荐菜,法国皇御生蚝,87.3,份,法国皇御生蚝
主厨推荐菜,活北极贝,67.2,份,活北极贝
主厨推荐菜,活赤贝,67.3,份,活赤贝
主厨推荐菜,海胆三色Taca,198.0,份,海胆三色Taca
主厨推荐菜,海胆刺身,949.0,份,海胆刺身
主厨推荐菜,海胆热狗塔可,193.7,份,海胆热狗塔可
主厨推荐菜,海胆金雕寿司,24.5,份,海胆金雕寿司
主厨推荐菜,烤鳕鱼片,26.7,份,烤鳕鱼片
主厨推荐菜,盐烤金枪鱼下巴,126.2,份,盐烤金枪鱼下巴
主厨推荐菜,西京平目鱼,57.8,份,西京平目鱼
主厨推荐菜,鮨政·海胆寿司拼盘,154.8,份,鮨政·海胆寿司拼盘
主厨推荐菜,鲜活赤贝,67.0,份,鲜活赤贝
主厨推荐菜,鹅肝伴带子寿司,57.6,份,鹅肝伴带子寿司
季节推荐,鲷鱼汤,27.8,份,鲷鱼汤|鲷鱼 汤
季节推荐,（季）吉烈带子他他酱,58.0,份,（季）吉烈带子他他酱
季节推荐,（季）小河虾,37.4,份,（季）小河虾
季节推荐,（季）池鱼王薄切6切,128.0,份,（季）池鱼王薄切6切
季节推荐,（季）法国银鳕鱼,168.0,份,（季）法国银鳕鱼
季节推荐,（季）活赤贝寿司,0,份,（季）活赤贝寿司
季节推荐,（季）海胆法国生蚝,88.0,份,（季）海胆法国生蚝
季节推荐,（季）海胆金枪鱼甜筒,198.0,份,（季）海胆金枪鱼甜筒
季节推荐,（季）甘鲷立鳞烧,58.0,份,（季）甘鲷立鳞烧
季节推荐,（季）西京烤银鳕鱼,186.7,份,（季）西京烤银鳕鱼
季节推荐,（季）铁板时蔬,0,份,（季）铁板时蔬
季节推荐,（季）鮨政寿司小蛋糕,0,份,（季）鮨政寿司小蛋糕
季节推荐,寿司姜,28.0,份,寿司姜
季节推荐,小鱿鱼,48.0,份,小鱿鱼
季节推荐,海胆一板,999.0,份,海胆一板
季节推荐,海胆半板,599.0,份,海胆半板
季节推荐,海胆寿司拼盘,158.0,份,海胆寿司拼盘
季节推荐,海胆新西兰鳌虾,108.0,份,海胆新西兰鳌虾
季节推荐,海胆金枪鱼蓉鱼子酱料理,86.2,份,海胆金枪鱼蓉鱼子酱料理
季节推荐,海胆鱼子酱,96.4,份,海胆鱼子酱
季节推荐,澳洲牛肉拌野菜山苏卷·,168.0,份,澳洲牛肉拌野菜山苏卷·
季节推荐,盐烧牛舌,57.7,份,盐烧牛舌
季节推荐,蟹肉茶碗蒸,0,份,蟹肉茶碗蒸
季节推荐,金鲷刺身,68.0,份,金鲷刺身
季节推荐,马友鱼寿司,3.1,份,马友鱼寿司
季节推荐,马粪海胆半板,488.0,份,马粪海胆半板
季节推荐,鱼子酱寿司拼盘,188.0,份,鱼子酱寿司拼盘
季节推荐,鱼生饭,0,份,鱼生饭
春夏主厨限定推荐,半斤三文鱼刺身盛,168.0,份,半斤三文鱼刺身盛
春夏主厨限定推荐,原条一尾星鳗寿司,58.0,份,原条一尾星鳗寿司
春夏主厨限定推荐,原条熟成金鲷,188.0,份,原条熟成金鲷
春夏主厨限定推荐,火炙鹅肝伴带子Taco,48.0,份,火炙鹅肝伴带子Taco
春夏主厨限定推荐,金枪鱼刺身盛,218.0,份,金枪鱼刺身盛
春夏主厨限定推荐,飘雪芝士炙烤左口鱼裙边寿司,38.0,份,飘雪芝士炙烤左口鱼裙边寿司
春夏主厨限定推荐,鹅肝手卷（每人限购一份，多点无效）,9.7,份,鹅肝手卷（每人限购一份，多点无效）
新推料理,唐扬鱿鱼须配墨西哥酱,71.7,份,唐扬鱿鱼须配墨西哥酱
新推料理,日式炸鸡块配西西里酱,58.6,份,日式炸鸡块配西西里酱
新推料理,赤红虾carpaccio,22.5,份,赤红虾carpaccio
新推料理,鮨政招牌沙拉,93.3,份,鮨政招牌沙拉
新推料理,黑松露帕玛森芝士薯条,64.8,份,黑松露帕玛森芝士薯条
新推料理,黑松露玛帕森芝士薯条,0,份,黑松露玛帕森芝士薯条
酒肴料理,三文鱼籽海胆茶碗蒸,37.6,份,三文鱼籽海胆茶碗蒸
酒肴料理,原烤大扇贝,66.9,份,原烤大扇贝
酒肴料理,安格斯香煎牛小排,296.9,份,安格斯香煎牛小排
酒肴料理,海胆酱烤原只小青龙,228.0,份,海胆酱烤原只小青龙
酒肴料理,红酒鹅肝,47.7,份,红酒鹅肝
酒肴料理,黑椒盐烤三文鱼头,67.7,份,黑椒盐烤三文鱼头
主厨推荐,枪鱿鱼,48.0,份,枪鱿鱼
扬物类,一尾星鳗天妇罗,57.4,份,一尾星鳗天妇罗
扬物类,石斑紫苏梅子天妇罗,67.1,份,石斑紫苏梅子天妇罗
扬物类,紫苏纹甲鱿鱼天妇罗,57.2,份,紫苏纹甲鱿鱼天妇罗
扬物类,蟹钳天妇罗,88.0,份,蟹钳天妇罗
铁板烧单品,培根菠菜,67.4,份,培根菠菜
铁板烧单品,季节蔬菜,47.6,份,季节蔬菜
铁板烧单品,安格斯牛小排（约150g）,291.2,份,安格斯牛小排（约150g）
铁板烧单品,安格斯牛小排（约250g）,398.0,份,安格斯牛小排（约250g）
铁板烧单品,时令沙拉,37.7,份,时令沙拉
铁板烧单品,比目鱼扒,97.4,份,比目鱼扒
铁板烧单品,法国鳕鱼厚烧,196.6,份,法国鳕鱼厚烧
铁板烧单品,炒饭,0,份,炒饭
铁板烧单品,牛小排厚烧,393.0,份,牛小排厚烧
铁板烧单品,牛小排厚烧（约200g）,395.1,份,牛小排厚烧（约200g）
铁板烧单品,牛肉炒饭,86.3,份,牛肉炒饭
铁板烧单品,甄选谷饲·澳洲和牛 …煎霜降西冷,394.6,份,甄选谷饲·澳洲和牛 …煎霜降西冷
铁板烧单品,菲力厚烧,187.1,份,菲力厚烧
铁板烧单品,蒜香牛肩胛薄烧,127.6,份,蒜香牛肩胛薄烧
铁板烧单品,铁板小青龙,298.0,份,铁板小青龙
铁板烧单品,铁板牛舌,187.2,份,铁板牛舌
铁板烧单品,铁板牛舌芯,167.4,份,铁板牛舌芯
铁板烧单品,铁板银芽,47.5,份,铁板银芽
铁板烧单品,铁板香煎黄花鱼,166.7,份,铁板香煎黄花鱼
铁板烧单品,铁板鲍鱼伴肝酱,57.3,份,铁板鲍鱼伴肝酱
铁板烧单品,铁板鹅肝多士,137.3,份,铁板鹅肝多士
铁板烧单品,银鳕鱼厚烧,195.0,份,银鳕鱼厚烧
铁板烧单品,雪花黑牛西冷（精修150g）,598.0,份,雪花黑牛西冷（精修150g）
铁板烧单品,雪花黑牛西冷（精修250g）,888.0,份,雪花黑牛西冷（精修250g）
铁板烧单品,鲍鱼伴肝酱,57.7,份,鲍鱼伴肝酱
铁板烧单品,黑松露鹅肝炒饭,126.9,份,黑松露鹅肝炒饭
铁板烧单品,黑虎虾两只,156.8,份,黑虎虾两只
铁板套餐菜品,（套）三文鱼刺身x4,98.4,份,（套）三文鱼刺身x4
铁板套餐菜品,（套）三文鱼腩寿司x2,98.4,份,（套）三文鱼腩寿司x2
铁板套餐菜品,（套）东山岛枪乌贼,53.3,份,（套）东山岛枪乌贼
铁板套餐菜品,（套）低温慢煮牛舌厚烧,27.1,份,（套）低温慢煮牛舌厚烧
铁板套餐菜品,（套）刺身二切,25.7,份,（套）刺身二切
铁板套餐菜品,（套）北极甜虾x6,98.4,份,（套）北极甜虾x6
铁板套餐菜品,（套）味淋鮟鱇鱼干,53.3,份,（套）味淋鮟鱇鱼干
铁板套餐菜品,（套）味盐枝豆,53.3,份,（套）味盐枝豆
铁板套餐菜品,（套）季节水果沙拉,53.4,份,（套）季节水果沙拉
铁板套餐菜品,（套）安格斯牛小排150g,53.3,份,（套）安格斯牛小排150g
铁板套餐菜品,（套）干式熟成黄油鸡腿,53.3,份,（套）干式熟成黄油鸡腿
铁板套餐菜品,（套）时令汤品,25.7,份,（套）时令汤品
铁板套餐菜品,（套）时令汤品1,0,份,（套）时令汤品1
铁板套餐菜品,（套）时令汤品x2,53.4,份,（套）时令汤品x2
铁板套餐菜品,（套）时令汤品x4,98.4,份,（套）时令汤品x4
铁板套餐菜品,（套）时令沙拉,29.6,份,（套）时令沙拉
铁板套餐菜品,（套）时令甜品x2,53.4,份,（套）时令甜品x2
铁板套餐菜品,（套）时令甜品x4,98.4,份,（套）时令甜品x4
铁板套餐菜品,（套）时令饮物,98.4,份,（套）时令饮物
铁板套餐菜品,（套）梅渍小番茄,53.4,份,（套）梅渍小番茄
铁板套餐菜品,（套）法国鳕鱼厚烧,27.3,份,（套）法国鳕鱼厚烧
铁板套餐菜品,（套）海鲜杂锦天妇罗,98.4,份,（套）海鲜杂锦天妇罗
铁板套餐菜品,（套）海鲜茶碗蒸,26.7,份,（套）海鲜茶碗蒸
铁板套餐菜品,（套）满满鱼生tacox4,98.4,份,（套）满满鱼生tacox4
铁板套餐菜品,（套）澳洲小青龙,53.3,份,（套）澳洲小青龙
铁板套餐菜品,（套）炙烤大满足鹅肝寿司x2,98.4,份,（套）炙烤大满足鹅肝寿司x2
铁板套餐菜品,（套）炙烤平目鱼群边寿司x2,98.4,份,（套）炙烤平目鱼群边寿司x2
铁板套餐菜品,（套）牛奶布丁,25.7,份,（套）牛奶布丁
铁板套餐菜品,（套）牛小排厚烧,29.5,份,（套）牛小排厚烧
铁板套餐菜品,（套）牛肉炒饭,53.4,份,（套）牛肉炒饭
铁板套餐菜品,（套）特色饮品一杯,25.7,份,（套）特色饮品一杯
铁板套餐菜品,（套）章红鱼刺身x4,98.4,份,（套）章红鱼刺身x4
铁板套餐菜品,（套）紫苏纹甲鱿鱼寿司x2,98.4,份,（套）紫苏纹甲鱿鱼寿司x2
铁板套餐菜品,（套）茶碗蒸,25.7,份,（套）茶碗蒸
铁板套餐菜品,（套）茶碗蒸1,0,份,（套）茶碗蒸1
铁板套餐菜品,（套）菲力厚烧,19.6,份,（套）菲力厚烧
铁板套餐菜品,（套）蒜香牛肩胛薄烧,16.4,份,（套）蒜香牛肩胛薄烧
铁板套餐菜品,（套）蓝鳍金枪鱼赤身刺身x4,98.4,份,（套）蓝鳍金枪鱼赤身刺身x4
铁板套餐菜品,（套）虾仁果蔬沙拉,98.4,份,（套）虾仁果蔬沙拉
铁板套餐菜品,（套）越光米饭,25.7,份,（套）越光米饭
铁板套餐菜品,（套）铁板时蔬,25.7,份,（套）铁板时蔬
铁板套餐菜品,（套）铁板活鲍鱼x2只,53.3,份,（套）铁板活鲍鱼x2只
铁板套餐菜品,（套）长长长战斧牛排,98.4,份,（套）长长长战斧牛排
铁板套餐菜品,（套）雪花黑牛西冷厚烧,43.3,份,（套）雪花黑牛西冷厚烧
铁板套餐菜品,（套）香煎比目鱼,25.7,份,（套）香煎比目鱼
铁板套餐菜品,（套）鲍鱼伴肝酱,25.7,份,（套）鲍鱼伴肝酱
铁板套餐菜品,（套）鹅肝多士,25.7,份,（套）鹅肝多士
铁板套餐菜品,（套）黑松露金鲷寿司x2,98.4,份,（套）黑松露金鲷寿司x2
铁板套餐菜品,特色甜品,25.3,份,特色甜品
汤品,味噌汤,9.5,份,味噌汤
人气丼饭,【和风精选】蒲烧鳗鱼丼,54.7,份,【和风精选】蒲烧鳗鱼丼
人气丼饭,三文鱼亲子丼,88.0,份,三文鱼亲子丼
人气丼饭,和风牛肉丼,110.9,份,和风牛肉丼
人气丼饭,流心鹅肝和牛丼,152.9,份,流心鹅肝和牛丼
人气丼饭,蒲烧鳗鱼丼饭,47.2,份,蒲烧鳗鱼丼饭
人气丼饭,角切鱼生丼,87.1,份,角切鱼生丼
人气丼饭,角切鱼生丼饭,51.7,份,角切鱼生丼饭
人气丼饭,鮨政三色丼,284.5,份,鮨政三色丼
迷你丼饭,三文鱼亲子Mini丼,42.9,份,三文鱼亲子Mini丼
迷你丼饭,满杯甜虾Mini丼,52.6,份,满杯甜虾Mini丼
迷你丼饭,满杯鹅肝Mini丼,72.2,份,满杯鹅肝Mini丼
迷你丼饭,蒲烧鳗鱼Mini丼,45.4,份,蒲烧鳗鱼Mini丼
迷你丼饭,香葱金枪鱼Mini丼,44.9,份,香葱金枪鱼Mini丼
主食类,味增汤,27.8,份,味增汤
主食类,地狱汤拉面,67.6,份,地狱汤拉面
主食类,小份豚骨汤拉面,34.0,份,小份豚骨汤拉面
主食类,小份鳗鱼饭,0,份,小份鳗鱼饭
主食类,洋葱牛肉饭,96.0,份,洋葱牛肉饭
主食类,流心鹅肝和牛肉丼,196.9,份,流心鹅肝和牛肉丼
主食类,流心鹅肝牛肉丼,197.2,份,流心鹅肝牛肉丼
主食类,海鲜汤,47.6,份,海鲜汤
主食类,牛肉鹅肝流心丼,156.4,份,牛肉鹅肝流心丼
主食类,蒲烧鳗鱼丼,66.5,份,蒲烧鳗鱼丼
主食类,蒲烧鳗鱼饭,66.0,份,蒲烧鳗鱼饭
主食类,角切鱼生丼（限定）,57.6,份,角切鱼生丼（限定）
主食类,豚骨汤拉面,67.0,份,豚骨汤拉面
主食类,金枪鱼饭,198.0,份,金枪鱼饭
主食类,鲷鱼汤1,27.5,份,鲷鱼汤1
主食类,鹅肝流心丼,158.0,份,鹅肝流心丼
寿司套餐系列,单人享用商务餐,63.0,份,单人享用商务餐
寿司套餐系列,寿司自选12贯,137.9,份,寿司自选12贯
寿司套餐系列,寿司自选20贯,264.4,份,寿司自选20贯
寿司套餐系列,寿司自选8贯,77.9,份,寿司自选8贯
寿司套餐系列,御宴・盛合 20 贯,271.0,份,御宴・盛合 20 贯
寿司套餐系列,炙烤壽司盛（12贯）,157.5,份,炙烤壽司盛（12贯）
寿司套餐系列,炙烤寿司盛（12贯）,185.8,份,炙烤寿司盛（12贯）
寿司套餐系列,炙烤寿司盛12贯,151.5,份,炙烤寿司盛12贯
寿司套餐系列,玉盘・臻享 12 贯,144.9,份,玉盘・臻享 12 贯
寿司套餐系列,珍馐·极选 8 贯,78.4,份,珍馐·极选 8 贯
寿司套餐系列,珍馐・极选 8 贯,75.8,份,珍馐・极选 8 贯
寿司套餐系列,自选寿司8贯,78.2,份,自选寿司8贯
自选寿司套餐系列,焼き壽司盛,139.3,份,焼き壽司盛
单人·Omakase套餐,(增送)章红鱼寿司之神,0,份,(增送)章红鱼寿司之神
单人·Omakase套餐,398套餐,0,份,398套餐
单人·Omakase套餐,【工作日限定】午间单人定食,77.6,份,【工作日限定】午间单人定食
单人·Omakase套餐,Omakase(vip限定)888,888.0,份,Omakase(vip限定)888
单人·Omakase套餐,VIP限定·Omakase·单人·888,888.0,份,VIP限定·Omakase·单人·888
单人·Omakase套餐,VIP限定·Omakase·单人御献立,888.0,份,VIP限定·Omakase·单人御献立
单人·Omakase套餐,主厨发办·Omakase·单人·688,926.3,份,主厨发办·Omakase·单人·688
单人·Omakase套餐,主厨发办·Omakase·单人·708,863.4,份,主厨发办·Omakase·单人·708
单人·Omakase套餐,主厨发办·Omakase·单人·茉,1022.6,份,主厨发办·Omakase·单人·茉
单人·Omakase套餐,主厨发办·Omakase·单人·茉御献立,947.8,份,主厨发办·Omakase·单人·茉御献立
单人·Omakase套餐,保乐肩牛肉,48.0,份,保乐肩牛肉
单人·Omakase套餐,厨师发办·Omakase·单人,257.7,份,厨师发办·Omakase·单人
单人·Omakase套餐,厨师发办·Omakase·单人·348,343.5,份,厨师发办·Omakase·单人·348
单人·Omakase套餐,厨师发办·Omakase·单人·368,305.2,份,厨师发办·Omakase·单人·368
单人·Omakase套餐,厨师发办·Omakase·夏单人御献立,347.1,份,厨师发办·Omakase·夏单人御献立
单人·Omakase套餐,和牛鹅肝卷,66.8,份,和牛鹅肝卷
单人·Omakase套餐,和牛鹅肝拌无菌蛋,68.0,份,和牛鹅肝拌无菌蛋
单人·Omakase套餐,夏.Omakase·单人御献立,308.7,份,夏.Omakase·单人御献立
单人·Omakase套餐,夏.厨师发办·Omakase·单人,337.9,份,夏.厨师发办·Omakase·单人
单人·Omakase套餐,夏·Omakase·单人·348,339.9,份,夏·Omakase·单人·348
单人·Omakase套餐,夏·Omakase·单人御献l,334.8,份,夏·Omakase·单人御献l
单人·Omakase套餐,夏·Omakase·单人御献立,313.5,份,夏·Omakase·单人御献立
单人·Omakase套餐,夏·Omakase·单人御献立348,341.3,份,夏·Omakase·单人御献立348
单人·Omakase套餐,夏·Omakase·单人御献立·348,122.9,份,夏·Omakase·单人御献立·348
单人·Omakase套餐,夏·Omakase·单人御献立·368,260.6,份,夏·Omakase·单人御献立·368
单人·Omakase套餐,奢享·Omakase单人御献立,368.0,份,奢享·Omakase单人御献立
单人·Omakase套餐,家庭合欢·Omakase·三人御献立,498.0,份,家庭合欢·Omakase·三人御献立
单人·Omakase套餐,尊享·Omakase御献立,1293.5,份,尊享·Omakase御献立
单人·Omakase套餐,心形海胆,198.0,份,心形海胆
单人·Omakase套餐,必吃单人套餐,398.0,份,必吃单人套餐
单人·Omakase套餐,战斧牛排·双人·Omakase,0,份,战斧牛排·双人·Omakase
单人·Omakase套餐,打包盒1,1.0,份,打包盒1
单人·Omakase套餐,松叶蟹伴醋冻,88.0,份,松叶蟹伴醋冻
单人·Omakase套餐,松叶蟹拌醋冻,88.0,份,松叶蟹拌醋冻
单人·Omakase套餐,松叶蟹腿刺身,88.0,份,松叶蟹腿刺身
单人·Omakase套餐,桃·omakase 单人御献立,297.6,份,桃·omakase 单人御献立
单人·Omakase套餐,樱·Omakase人御献立,0,份,樱·Omakase人御献立
单人·Omakase套餐,水晶·Omakase·单人御献立,61.8,份,水晶·Omakase·单人御献立
单人·Omakase套餐,水晶·Omakase·单人御献立·248,248.0,份,水晶·Omakase·单人御献立·248
单人·Omakase套餐,海胆甜筒套餐,398.0,份,海胆甜筒套餐
单人·Omakase套餐,海陆空·铁板Omakase·双人御献立,0,份,海陆空·铁板Omakase·双人御献立
单人·Omakase套餐,海陆空单人,349.0,份,海陆空单人
单人·Omakase套餐,澳洲和牛卷山苏叶,86.3,份,澳洲和牛卷山苏叶
单人·Omakase套餐,炸带子,58.0,份,炸带子
单人·Omakase套餐,甘雕立鳞烧,48.0,份,甘雕立鳞烧
单人·Omakase套餐,章红鱼寿司1,0,份,章红鱼寿司1
单人·Omakase套餐,紫苏金枪鱼腹,58.0,份,紫苏金枪鱼腹
单人·Omakase套餐,联名金枪鱼鱼子酱,0,份,联名金枪鱼鱼子酱
单人·Omakase套餐,联名鱼子酱海胆金枪鱼泥,108.0,份,联名鱼子酱海胆金枪鱼泥
单人·Omakase套餐,芝士焗小青龙,292.2,份,芝士焗小青龙
单人·Omakase套餐,茉·Omakase·单人·688,671.8,份,茉·Omakase·单人·688
单人·Omakase套餐,茉·Omakase·单人御献l,705.5,份,茉·Omakase·单人御献l
单人·Omakase套餐,茉·Omakase·单人御献立,682.5,份,茉·Omakase·单人御献立
单人·Omakase套餐,茉·Omakase·单人御献立688,1035.0,份,茉·Omakase·单人御献立688
单人·Omakase套餐,茉·Omakase·单人御献立·688,681.4,份,茉·Omakase·单人御献立·688
单人·Omakase套餐,茉·Omakase·单人御献立·708,708.0,份,茉·Omakase·单人御献立·708
单人·Omakase套餐,茉·Omakase·双人·1314,1105.3,份,茉·Omakase·双人·1314
单人·Omakase套餐,茉·Omakase人御献立,1023.1,份,茉·Omakase人御献立
单人·Omakase套餐,补差价,50.0,份,补差价
单人·Omakase套餐,豚骨汤面,58.0,份,豚骨汤面
单人·Omakase套餐,赠送可尔必思,0,份,赠送可尔必思
单人·Omakase套餐,赠送可尔比必思,0,份,赠送可尔比必思
单人·Omakase套餐,赠送小碗拉面,0,份,赠送小碗拉面
单人·Omakase套餐,赠送小碗鱼生饭,0,份,赠送小碗鱼生饭
单人·Omakase套餐,赠送小碗鳗鱼饭,0,份,赠送小碗鳗鱼饭
单人·Omakase套餐,赠送左口鱼裙边寿司,0,份,赠送左口鱼裙边寿司
单人·Omakase套餐,赠送文甲鱿鱼寿司,0,份,赠送文甲鱿鱼寿司
单人·Omakase套餐,赠送水果,0,份,赠送水果
单人·Omakase套餐,赠送沙冰,0,份,赠送沙冰
单人·Omakase套餐,赠送草莓汁,0,份,赠送草莓汁
单人·Omakase套餐,赠送鳕鱼片,0,份,赠送鳕鱼片
单人·Omakase套餐,赠送黑松露金雕鲷寿司,0,份,赠送黑松露金雕鲷寿司
单人·Omakase套餐,赤红虾寿司1,66.9,份,赤红虾寿司1
单人·Omakase套餐,迟鱼王刺身,88.0,份,迟鱼王刺身
单人·Omakase套餐,醋饭,0,份,醋饭
单人·Omakase套餐,金鲷鱼薄切15,158.0,份,金鲷鱼薄切15
单人·Omakase套餐,飘雪鹅肝金枪鱼中腹,58.0,份,飘雪鹅肝金枪鱼中腹
单人·Omakase套餐,鳗鱼寿司,0,份,鳗鱼寿司
板前单人·Omakase,茉·Omakase单人御献立,827.1,份,茉·Omakase单人御献立
